2.5260	101.430	31.478
2.5268	101.430	31.625
2.5276	101.430	31.777
2.5284	101.430	31.936
2.5292	101.430	32.102
2.5300	101.430	32.278
2.5307	101.430	32.465
2.5315	101.430	32.665
2.5323	101.430	32.883
2.5331	101.430	33.122
2.5339	101.430	33.389
2.5347	101.430	33.696
2.5355	101.430	34.059
2.5363	101.430	34.512
2.5371	101.430	35.115
2.5378	101.430	35.994
2.5386	101.430	37.406
2.5394	101.430	39.129
2.5402	101.430	34.782
2.5410	101.430	31.457
2.5418	101.430	31.811
2.5426	101.430	32.429
2.5434	101.430	32.954
2.5442	101.430	33.393
2.5450	101.430	33.774
2.5457	101.430	34.117
2.5465	101.430	34.434
2.5473	101.430	34.733
2.5481	101.430	35.021
2.5489	101.430	35.299
2.5497	101.430	35.572
2.5505	101.430	35.841
2.5513	101.430	36.107
2.5521	101.430	36.371
2.5528	101.430	36.634
2.5536	101.430	36.897
2.5544	101.430	37.159
2.5552	101.430	37.422
2.5560	101.430	37.684
2.5568	101.430	37.948
2.5576	101.430	38.212
2.5584	101.430	38.477
2.5592	101.430	38.743
2.5600	101.430	39.009
2.5607	101.430	39.277
2.5615	101.430	39.545
2.5623	101.430	39.815
2.5631	101.430	40.085
2.5639	101.430	40.356
2.5647	101.430	40.628
2.5655	101.430	40.901
2.5663	101.430	41.175
2.5671	101.430	41.449
2.5678	101.430	41.724
2.5686	101.430	42
2.5694	101.430	42.276
2.5702	101.430	42.553
2.5710	101.430	42.83
2.5718	101.430	43.108
2.5726	101.430	43.386
2.5734	101.430	43.664
2.5742	101.430	43.943
2.5750	101.430	44.222
2.5757	101.430	44.501
2.5765	101.430	44.78
2.5773	101.430	45.059
2.5781	101.430	45.338
2.5789	101.430	45.617
2.5797	101.430	45.896
2.5805	101.430	46.175
2.5813	101.430	46.454
2.5821	101.430	46.732
2.5828	101.430	47.01
2.5836	101.430	47.287
2.5844	101.430	47.565
2.5852	101.430	47.841
2.5860	101.430	48.117
2.5868	101.430	48.393
2.5876	101.430	48.668
2.5884	101.430	48.942
2.5892	101.430	49.216
2.5900	101.430	49.489
2.5907	101.430	49.761
2.5915	101.430	50.033
2.5923	101.430	50.303
2.5931	101.430	50.573
2.5939	101.430	50.842
2.5947	101.430	51.11
2.5955	101.430	51.377
2.5963	101.430	51.642
2.5971	101.430	51.907
2.5978	101.430	52.171
2.5986	101.430	52.434
2.5994	101.430	52.695
2.6002	101.430	52.956
2.6010	101.430	53.215
2.6018	101.430	53.473
2.6026	101.430	53.729
2.6034	101.430	53.985
2.6042	101.430	54.239
2.6050	101.430	54.492
2.6057	101.430	54.744
2.6065	101.430	54.994
2.6073	101.430	55.243
2.6081	101.430	55.491
2.6089	101.430	55.737
2.6097	101.430	55.981
2.6105	101.430	56.225
2.6113	101.430	56.467
2.6121	101.430	56.707
2.6128	101.430	56.946
2.6136	101.430	57.184
2.6144	101.430	57.42
2.6152	101.430	57.654
2.6160	101.430	57.887
2.6168	101.430	58.119
2.6176	101.430	58.349
2.6184	101.430	58.577
2.6192	101.430	58.804
2.6200	101.430	59.029
2.6207	101.430	59.253
2.6215	101.430	59.475
2.6223	101.430	59.696
2.6231	101.430	59.915
2.6239	101.430	60.133
2.6247	101.430	60.348
2.6255	101.430	60.563
2.6263	101.430	60.775
2.6271	101.430	60.987
2.6278	101.430	61.196
2.6286	101.430	61.404
2.6294	101.430	61.61
2.6302	101.430	61.815
2.6310	101.430	62.018
2.6318	101.430	62.22
2.6326	101.430	62.42
2.6334	101.430	62.618
2.6342	101.430	62.815
2.6350	101.430	63.01
2.6357	101.430	63.203
2.6365	101.430	63.395
2.6373	101.430	63.585
2.6381	101.430	63.774
2.6389	101.430	63.961
2.6397	101.430	64.147
2.6405	101.430	64.331
2.6413	101.430	64.513
2.6421	101.430	64.694
2.6428	101.430	64.873
2.6436	101.430	65.051
2.6444	101.430	65.227
2.6452	101.430	65.401
2.6460	101.430	65.574
2.6468	101.430	65.746
2.6476	101.430	65.915
2.6484	101.430	66.084
2.6492	101.430	66.251
2.6500	101.430	66.416
2.6507	101.430	66.579
2.6515	101.430	66.742
2.6523	101.430	66.902
2.6531	101.430	67.061
2.6539	101.430	67.219
2.6547	101.430	67.375
2.6555	101.430	67.53
2.6563	101.430	67.683
2.6571	101.430	67.835
2.6578	101.430	67.985
2.6586	101.430	68.133
2.6594	101.430	68.281
2.6602	101.430	68.426
2.6610	101.430	68.571
2.6618	101.430	68.714
2.6626	101.430	68.855
2.6634	101.430	68.995
2.6642	101.430	69.134
2.6650	101.430	69.271
2.6657	101.430	69.407
2.6665	101.430	69.541
2.6673	101.430	69.674
2.6681	101.430	69.806
2.6689	101.430	69.936
2.6697	101.430	70.065
2.6705	101.430	70.192
2.6713	101.430	70.318
2.6721	101.430	70.443
2.6728	101.430	70.566
2.6736	101.430	70.688
2.6744	101.430	70.809
2.6752	101.430	70.929
2.6760	101.430	71.047
2.6768	101.430	71.163
2.6776	101.430	71.279
2.6784	101.430	71.393
2.6792	101.430	71.506
2.6800	101.430	71.617
2.6807	101.430	71.727
2.6815	101.430	71.836
2.6823	101.430	71.944
2.6831	101.430	72.05
2.6839	101.430	72.156
2.6847	101.430	72.26
2.6855	101.430	72.362
