2.5260	101.4300	31.4150
2.5268	101.4300	31.5620
2.5276	101.4300	31.7130
2.5284	101.4300	31.8710
2.5292	101.4300	32.0370
2.5300	101.4300	32.2120
2.5307	101.4300	32.3990
2.5315	101.4300	32.5990
2.5323	101.4300	32.8160
2.5331	101.4300	33.0540
2.5339	101.4300	33.3210
2.5347	101.4300	33.6280
2.5355	101.4300	33.9920
2.5363	101.4300	34.4450
2.5371	101.4300	35.0480
2.5378	101.4300	35.9320
2.5386	101.4300	37.3570
2.5394	101.4300	39.1250
2.5402	101.4300	34.8250
2.5410	101.4300	31.4410
2.5418	101.4300	31.7660
2.5426	101.4300	32.3730
2.5434	101.4300	32.8920
2.5442	101.4300	33.3270
2.5450	101.4300	33.7060
2.5457	101.4300	34.0470
2.5465	101.4300	34.3620
2.5473	101.4300	34.6610
2.5481	101.4300	34.9470
2.5489	101.4300	35.2250
2.5497	101.4300	35.4970
2.5505	101.4300	35.7650
2.5513	101.4300	36.0300
2.5521	101.4300	36.2930
2.5528	101.4300	36.5560
2.5536	101.4300	36.8170
2.5544	101.4300	37.0790
2.5552	101.4300	37.3400
2.5560	101.4300	37.6020
2.5568	101.4300	37.8650
2.5576	101.4300	38.1280
2.5584	101.4300	38.3930
2.5592	101.4300	38.6580
2.5600	101.4300	38.9230
2.5607	101.4300	39.1900
2.5615	101.4300	39.4580
2.5623	101.4300	39.7260
2.5631	101.4300	39.9960
2.5639	101.4300	40.2660
2.5647	101.4300	40.5380
2.5655	101.4300	40.8100
2.5663	101.4300	41.0830
2.5671	101.4300	41.3560
2.5678	101.4300	41.6300
2.5686	101.4300	41.9050
2.5694	101.4300	42.1810
2.5702	101.4300	42.4570
2.5710	101.4300	42.7330
2.5718	101.4300	43.0100
2.5726	101.4300	43.2870
2.5734	101.4300	43.5650
2.5742	101.4300	43.8430
2.5750	101.4300	44.1210
2.5757	101.4300	44.3990
2.5765	101.4300	44.6770
2.5773	101.4300	44.9550
2.5781	101.4300	45.2340
2.5789	101.4300	45.5120
2.5797	101.4300	45.7900
2.5805	101.4300	46.0680
2.5813	101.4300	46.3450
2.5821	101.4300	46.6230
2.5828	101.4300	46.9000
2.5836	101.4300	47.1760
2.5844	101.4300	47.4530
2.5852	101.4300	47.7280
2.5860	101.4300	48.0040
2.5868	101.4300	48.2780
2.5876	101.4300	48.5520
2.5884	101.4300	48.8260
2.5892	101.4300	49.0980
2.5900	101.4300	49.3700
2.5907	101.4300	49.6420
2.5915	101.4300	49.9120
2.5923	101.4300	50.1810
2.5931	101.4300	50.4500
2.5939	101.4300	50.7180
2.5947	101.4300	50.9850
2.5955	101.4300	51.2500
2.5963	101.4300	51.5150
2.5971	101.4300	51.7790
2.5978	101.4300	52.0420
2.5986	101.4300	52.3030
2.5994	101.4300	52.5640
2.6002	101.4300	52.8230
2.6010	101.4300	53.0810
2.6018	101.4300	53.3380
2.6026	101.4300	53.5930
2.6034	101.4300	53.8480
2.6042	101.4300	54.1010
2.6050	101.4300	54.3530
2.6057	101.4300	54.6030
2.6065	101.4300	54.8520
2.6073	101.4300	55.1000
2.6081	101.4300	55.3460
2.6089	101.4300	55.5910
2.6097	101.4300	55.8350
2.6105	101.4300	56.0770
2.6113	101.4300	56.3170
2.6121	101.4300	56.5570
2.6128	101.4300	56.7940
2.6136	101.4300	57.0300
2.6144	101.4300	57.2650
2.6152	101.4300	57.4980
2.6160	101.4300	57.7300
2.6168	101.4300	57.9600
2.6176	101.4300	58.1890
2.6184	101.4300	58.4160
2.6192	101.4300	58.6420
2.6200	101.4300	58.8650
2.6207	101.4300	59.0880
2.6215	101.4300	59.3090
2.6223	101.4300	59.5280
2.6231	101.4300	59.7450
2.6239	101.4300	59.9620
2.6247	101.4300	60.1760
2.6255	101.4300	60.3890
2.6263	101.4300	60.6000
2.6271	101.4300	60.8100
2.6278	101.4300	61.0180
2.6286	101.4300	61.2240
2.6294	101.4300	61.4290
2.6302	101.4300	61.6320
2.6310	101.4300	61.8330
2.6318	101.4300	62.0330
2.6326	101.4300	62.2320
2.6334	101.4300	62.4280
2.6342	101.4300	62.6230
2.6350	101.4300	62.8170
2.6357	101.4300	63.0090
2.6365	101.4300	63.1990
2.6373	101.4300	63.3870
2.6381	101.4300	63.5740
2.6389	101.4300	63.7600
2.6397	101.4300	63.9430
2.6405	101.4300	64.1260
2.6413	101.4300	64.3060
2.6421	101.4300	64.4850
2.6428	101.4300	64.6620
2.6436	101.4300	64.8380
2.6444	101.4300	65.0120
2.6452	101.4300	65.1850
2.6460	101.4300	65.3560
2.6468	101.4300	65.5250
2.6476	101.4300	65.6930
2.6484	101.4300	65.8600
2.6492	101.4300	66.0240
2.6500	101.4300	66.1870
2.6507	101.4300	66.3490
2.6515	101.4300	66.5090
2.6523	101.4300	66.6680
2.6531	101.4300	66.8250
2.6539	101.4300	66.9800
2.6547	101.4300	67.1340
2.6555	101.4300	67.2860
2.6563	101.4300	67.4370
2.6571	101.4300	67.5870
2.6578	101.4300	67.7340
2.6586	101.4300	67.8810
2.6594	101.4300	68.0260
2.6602	101.4300	68.1690
2.6610	101.4300	68.3110
2.6618	101.4300	68.4510
2.6626	101.4300	68.5900
2.6634	101.4300	68.7280
2.6642	101.4300	68.8640
2.6650	101.4300	68.9980
2.6657	101.4300	69.1320
2.6665	101.4300	69.2630
2.6673	101.4300	69.3930
2.6681	101.4300	69.5220
2.6689	101.4300	69.6500
2.6697	101.4300	69.7760
2.6705	101.4300	69.9000
2.6713	101.4300	70.0230
2.6721	101.4300	70.1450
2.6728	101.4300	70.2660
2.6736	101.4300	70.3850
2.6744	101.4300	70.5020
2.6752	101.4300	70.6180
2.6760	101.4300	70.7330
2.6768	101.4300	70.8470
2.6776	101.4300	70.9590
2.6784	101.4300	71.0700
2.6792	101.4300	71.1790
2.6800	101.4300	71.2870
2.6807	101.4300	71.3940
2.6815	101.4300	71.4990
2.6823	101.4300	71.6030
2.6831	101.4300	71.7060
2.6839	101.4300	71.8070
2.6847	101.4300	71.9070
2.6855	101.4300	72.0060
2.6863	101.4300	72.1040
2.6871	101.4300	72.2000
